"peak_number","unique_id","compounds_id","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample","group_area","peak_rating","replicate","sample_location","day","month","mass_list_name","mass_list_match"
265,"(-)-Cannabidiol (CBD)_20.401",14297,"(-)-Cannabidiol (CBD)","C21 H30 O2","Not the top hit","Invalid mass","Full match",0.29,314.22467,315.23195,20.401,4956657.12074942,1,62,42.9,"PreferredDDA","[M+H]+1","b118_b",1878877.5458992,8.9,"b","b118","29","2023-06","kps_psychoactive_substances_v2","Multiple matches found"
265,"(-)-Cannabidiol (CBD)_20.401",14297,"(-)-Cannabidiol (CBD)","C21 H30 O2","Not the top hit","Invalid mass","Full match",0.29,314.22467,315.23195,20.401,4956657.12074942,1,62,42.9,"PreferredDDA","[M+H]+1","b4_a",1512693.22774328,6.7,"a","b4","1","2022-09","kps_psychoactive_substances_v2","Multiple matches found"
265,"(-)-Cannabidiol (CBD)_20.401",14297,"(-)-Cannabidiol (CBD)","C21 H30 O2","Not the top hit","Invalid mass","Full match",0.29,314.22467,315.23195,20.401,4956657.12074942,1,62,42.9,"PreferredDDA","[M+H]+1","b4_b",1044297.30876654,9.1,"b","b4","1","2022-09","kps_psychoactive_substances_v2","Multiple matches found"
263,"(-)-Cannabidiol (CBD)_20.929",7988,"(-)-Cannabidiol (CBD)","C21 H30 O2","Full match","Partial match","Full match",0.35,314.22469,315.23197,20.929,6095040.16729181,9,96.8,92.5,"PreferredDDA","[M+H]+1","b100_a",2540054.57151022,6.2,"a","b100","1","2023-05","kps_psychoactive_substances_v2","Multiple matches found"
263,"(-)-Cannabidiol (CBD)_20.929",7988,"(-)-Cannabidiol (CBD)","C21 H30 O2","Full match","Partial match","Full match",0.35,314.22469,315.23197,20.929,6095040.16729181,9,96.8,92.5,"PreferredDDA","[M+H]+1","b100_b",1449742.35514291,8.6,"b","b100","1","2023-05","kps_psychoactive_substances_v2","Multiple matches found"
263,"(-)-Cannabidiol (CBD)_20.929",7988,"(-)-Cannabidiol (CBD)","C21 H30 O2","Full match","Partial match","Full match",0.35,314.22469,315.23197,20.929,6095040.16729181,9,96.8,92.5,"PreferredDDA","[M+H]+1","b112_a",3424509.61851528,7.3,"a","b112","1","2023-06","kps_psychoactive_substances_v2","Multiple matches found"
263,"(-)-Cannabidiol (CBD)_20.929",7988,"(-)-Cannabidiol (CBD)","C21 H30 O2","Full match","Partial match","Full match",0.35,314.22469,315.23197,20.929,6095040.16729181,9,96.8,92.5,"PreferredDDA","[M+H]+1","b112_b",3618853.48926239,6.2,"b","b112","1","2023-06","kps_psychoactive_substances_v2","Multiple matches found"
263,"(-)-Cannabidiol (CBD)_20.929",7988,"(-)-Cannabidiol (CBD)","C21 H30 O2","Full match","Partial match","Full match",0.35,314.22469,315.23197,20.929,6095040.16729181,9,96.8,92.5,"PreferredDDA","[M+H]+1","b16_a",3256837.98575495,6.2,"a","b16","1","2022-10","kps_psychoactive_substances_v2","Multiple matches found"
263,"(-)-Cannabidiol (CBD)_20.929",7988,"(-)-Cannabidiol (CBD)","C21 H30 O2","Full match","Partial match","Full match",0.35,314.22469,315.23197,20.929,6095040.16729181,9,96.8,92.5,"PreferredDDA","[M+H]+1","b16_b",1466820.78897168,5.3,"b","b16","1","2022-10","kps_psychoactive_substances_v2","Multiple matches found"
263,"(-)-Cannabidiol (CBD)_20.929",7988,"(-)-Cannabidiol (CBD)","C21 H30 O2","Full match","Partial match","Full match",0.35,314.22469,315.23197,20.929,6095040.16729181,9,96.8,92.5,"PreferredDDA","[M+H]+1","b28_a",2658524.15546271,6.2,"a","b28","1","2022-11","kps_psychoactive_substances_v2","Multiple matches found"
263,"(-)-Cannabidiol (CBD)_20.929",7988,"(-)-Cannabidiol (CBD)","C21 H30 O2","Full match","Partial match","Full match",0.35,314.22469,315.23197,20.929,6095040.16729181,9,96.8,92.5,"PreferredDDA","[M+H]+1","b28_b",1491240.89672322,5.9,"b","b28","1","2022-11","kps_psychoactive_substances_v2","Multiple matches found"
263,"(-)-Cannabidiol (CBD)_20.929",7988,"(-)-Cannabidiol (CBD)","C21 H30 O2","Full match","Partial match","Full match",0.35,314.22469,315.23197,20.929,6095040.16729181,9,96.8,92.5,"PreferredDDA","[M+H]+1","b4_a",2911049.5586529,5.1,"a","b4","1","2022-09","kps_psychoactive_substances_v2","Multiple matches found"
263,"(-)-Cannabidiol (CBD)_20.929",7988,"(-)-Cannabidiol (CBD)","C21 H30 O2","Full match","Partial match","Full match",0.35,314.22469,315.23197,20.929,6095040.16729181,9,96.8,92.5,"PreferredDDA","[M+H]+1","b4_b",1370379.46432037,5.9,"b","b4","1","2022-09","kps_psychoactive_substances_v2","Multiple matches found"
263,"(-)-Cannabidiol (CBD)_20.929",7988,"(-)-Cannabidiol (CBD)","C21 H30 O2","Full match","Partial match","Full match",0.35,314.22469,315.23197,20.929,6095040.16729181,9,96.8,92.5,"PreferredDDA","[M+H]+1","b82_a",3194046.49406806,8.9,"a","b82","29","2023-03","kps_psychoactive_substances_v2","Multiple matches found"
263,"(-)-Cannabidiol (CBD)_20.929",7988,"(-)-Cannabidiol (CBD)","C21 H30 O2","Full match","Partial match","Full match",0.35,314.22469,315.23197,20.929,6095040.16729181,9,96.8,92.5,"PreferredDDA","[M+H]+1","b82_b",1808586.60805322,8.9,"b","b82","29","2023-03","kps_psychoactive_substances_v2","Multiple matches found"
263,"(-)-Cannabidiol (CBD)_20.929",7988,"(-)-Cannabidiol (CBD)","C21 H30 O2","Full match","Partial match","Full match",0.35,314.22469,315.23197,20.929,6095040.16729181,9,96.8,92.5,"PreferredDDA","[M+H]+1","b88_a",6095040.16729181,7.8,"a","b88","1","2023-04","kps_psychoactive_substances_v2","Multiple matches found"
263,"(-)-Cannabidiol (CBD)_20.929",7988,"(-)-Cannabidiol (CBD)","C21 H30 O2","Full match","Partial match","Full match",0.35,314.22469,315.23197,20.929,6095040.16729181,9,96.8,92.5,"PreferredDDA","[M+H]+1","b88_b",2483222.43920124,8.4,"b","b88","1","2023-04","kps_psychoactive_substances_v2","Multiple matches found"
263,"(-)-Cannabidiol (CBD)_20.929",7988,"(-)-Cannabidiol (CBD)","C21 H30 O2","Full match","Partial match","Full match",0.35,314.22469,315.23197,20.929,6095040.16729181,9,96.8,92.5,"PreferredDDA","[M+H]+1","b94_a",5823295.79213073,7.3,"a","b94","29","2023-04","kps_psychoactive_substances_v2","Multiple matches found"
263,"(-)-Cannabidiol (CBD)_20.929",7988,"(-)-Cannabidiol (CBD)","C21 H30 O2","Full match","Partial match","Full match",0.35,314.22469,315.23197,20.929,6095040.16729181,9,96.8,92.5,"PreferredDDA","[M+H]+1","b94_b",3062473.7985796,9.5,"b","b94","29","2023-04","kps_psychoactive_substances_v2","Multiple matches found"
116,"(+-)-eperisone_10.444",190997,"(+-)-eperisone","C17 H25 N O","Not the top hit","Partial match","Full match",0.29,259.19369,260.20096,10.444,401735.183920382,3,80.8,75.7,"PreferredDDA","[M+H]+1","b100_a",292423.427082614,6.1,"a","b100","1","2023-05","kps_psychoactive_substances_v2","Single match found"
116,"(+-)-eperisone_10.444",190997,"(+-)-eperisone","C17 H25 N O","Not the top hit","Partial match","Full match",0.29,259.19369,260.20096,10.444,401735.183920382,3,80.8,75.7,"PreferredDDA","[M+H]+1","b100_b",244059.483774915,7.9,"b","b100","1","2023-05","kps_psychoactive_substances_v2","Single match found"
78,"(+)-Mephobarbitol_14.79",18337,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Invalid mass","Full match",-2.73,246.09977,247.10705,14.79,2149039.23506654,2,81.5,51,"PreferredDDA","[M+H]+1","b16_a",1763114.91993912,8.4,"a","b16","1","2022-10","kps_psychoactive_substances_v2","Single match found"
78,"(+)-Mephobarbitol_14.79",18337,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Invalid mass","Full match",-2.73,246.09977,247.10705,14.79,2149039.23506654,2,81.5,51,"PreferredDDA","[M+H]+1","b16_b",730683.924174795,9.1,"b","b16","1","2022-10","kps_psychoactive_substances_v2","Single match found"
78,"(+)-Mephobarbitol_14.79",18337,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Invalid mass","Full match",-2.73,246.09977,247.10705,14.79,2149039.23506654,2,81.5,51,"PreferredDDA","[M+H]+1","b4_a",2149039.23506654,8.4,"a","b4","1","2022-09","kps_psychoactive_substances_v2","Single match found"
78,"(+)-Mephobarbitol_14.79",18337,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Invalid mass","Full match",-2.73,246.09977,247.10705,14.79,2149039.23506654,2,81.5,51,"PreferredDDA","[M+H]+1","b4_b",1995564.82452811,7.3,"b","b4","1","2022-09","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b112_a",418594.477506172,7.7,"a","b112","1","2023-06","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b112_b",399622.980480022,7.2,"b","b112","1","2023-06","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b118_a",751346.433674173,5.9,"a","b118","29","2023-06","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b118_b",394499.299545355,8.3,"b","b118","29","2023-06","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b130_a",620611.497085175,5.9,"a","b130","29","2023-07","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b130_b",485491.383181816,8.3,"b","b130","29","2023-07","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b142_a",1873578.07644829,9.5,"a","b142","29","2023-03","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b142_b",1195800.85927418,9.1,"b","b142","29","2023-03","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b22_a",1801027.73064972,8.9,"a","b22","29","2022-10","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b22_b",792003.507458005,9.1,"b","b22","29","2022-10","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b34_a",1956027.62572463,8.9,"a","b34","29","2022-11","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b34_b",1165435.97506309,8,"b","b34","29","2022-11","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b40_a",1505185.81624103,8.9,"a","b40","1","2022-12","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b40_b",816532.831729237,8.6,"b","b40","1","2022-12","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b64_a",695070.603616473,8,"a","b64","1","2023-02","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b64_b",459324.661178629,8.8,"b","b64","1","2023-02","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b88_a",382121.629158379,7.7,"a","b88","1","2023-04","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b88_b",261955.805743871,7.4,"b","b88","1","2023-04","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b94_a",796554.88526997,8,"a","b94","29","2023-04","kps_psychoactive_substances_v2","Single match found"
79,"(+)-Mephobarbitol_15.023",22195,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Not the top hit","Full match",-2.86,246.09974,247.10701,15.023,2077286.19206386,4,76.9,57.5,"PreferredDDA","[M+H]+1","b94_b",461707.965383383,7.7,"b","b94","29","2023-04","kps_psychoactive_substances_v2","Single match found"
83,"(+)-Mephobarbitol_15.204",97351,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Invalid mass","Full match",-2.99,246.09971,247.10698,15.204,419086.497065809,3,76.1,8.8,"PreferredDDA","[M+H]+1","b70_a",270466.449755946,7.9,"a","b70","29","2023-02","kps_psychoactive_substances_v2","Single match found"
83,"(+)-Mephobarbitol_15.204",97351,"(+)-Mephobarbitol","C13 H14 N2 O3","Not the top hit","Invalid mass","Full match",-2.99,246.09971,247.10698,15.204,419086.497065809,3,76.1,8.8,"PreferredDDA","[M+H]+1","b70_b",264089.323435092,7.4,"b","b70","29","2023-02","kps_psychoactive_substances_v2","Single match found"
474,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_17.072",146078,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","No match","Not the top hit","Full match",0.35,324.20904,325.21632,17.072,864017.295533491,2,77.5,48.6,"PreferredDDA","[M+H]+1","b112_a",238798.370190537,6.8,"a","b112","1","2023-06","kps_psychoactive_substances_v2","Single match found"
474,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_17.072",146078,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","No match","Not the top hit","Full match",0.35,324.20904,325.21632,17.072,864017.295533491,2,77.5,48.6,"PreferredDDA","[M+H]+1","b112_b",154362.478351631,6.8,"b","b112","1","2023-06","kps_psychoactive_substances_v2","Single match found"
467,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_17.604",4168,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Not the top hit","Invalid mass","Full match",0.33,324.20904,325.21631,17.604,3937697.75314455,2,87.5,72.1,"PreferredDDA","[M+H]+1","b112_a",1799675.33952397,10,"a","b112","1","2023-06","kps_psychoactive_substances_v2","Single match found"
467,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_17.604",4168,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Not the top hit","Invalid mass","Full match",0.33,324.20904,325.21631,17.604,3937697.75314455,2,87.5,72.1,"PreferredDDA","[M+H]+1","b112_b",1069941.77322697,9.1,"b","b112","1","2023-06","kps_psychoactive_substances_v2","Single match found"
466,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_17.703",3284,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Full match","Not the top hit","Full match",0.24,324.20901,325.21629,17.703,13611016.7485458,3,80,61.8,"PreferredDDA","[M+H]+1","b100_a",11666697.8721572,7.8,"a","b100","1","2023-05","kps_psychoactive_substances_v2","Single match found"
466,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_17.703",3284,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Full match","Not the top hit","Full match",0.24,324.20901,325.21629,17.703,13611016.7485458,3,80,61.8,"PreferredDDA","[M+H]+1","b100_b",13611016.7485458,8.4,"b","b100","1","2023-05","kps_psychoactive_substances_v2","Single match found"
466,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_17.703",3284,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Full match","Not the top hit","Full match",0.24,324.20901,325.21629,17.703,13611016.7485458,3,80,61.8,"PreferredDDA","[M+H]+1","b118_a",2404685.80812873,6.7,"a","b118","29","2023-06","kps_psychoactive_substances_v2","Single match found"
466,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_17.703",3284,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Full match","Not the top hit","Full match",0.24,324.20901,325.21629,17.703,13611016.7485458,3,80,61.8,"PreferredDDA","[M+H]+1","b118_b",1461480.59583975,8.6,"b","b118","29","2023-06","kps_psychoactive_substances_v2","Single match found"
466,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_17.703",3284,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Full match","Not the top hit","Full match",0.24,324.20901,325.21629,17.703,13611016.7485458,3,80,61.8,"PreferredDDA","[M+H]+1","b40_a",5663187.69661124,6.7,"a","b40","1","2022-12","kps_psychoactive_substances_v2","Single match found"
466,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_17.703",3284,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Full match","Not the top hit","Full match",0.24,324.20901,325.21629,17.703,13611016.7485458,3,80,61.8,"PreferredDDA","[M+H]+1","b40_b",3415853.3124646,7.8,"b","b40","1","2022-12","kps_psychoactive_substances_v2","Single match found"
466,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_17.703",3284,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Full match","Not the top hit","Full match",0.24,324.20901,325.21629,17.703,13611016.7485458,3,80,61.8,"PreferredDDA","[M+H]+1","b64_a",4348149.89878248,7.8,"a","b64","1","2023-02","kps_psychoactive_substances_v2","Single match found"
466,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_17.703",3284,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Full match","Not the top hit","Full match",0.24,324.20901,325.21629,17.703,13611016.7485458,3,80,61.8,"PreferredDDA","[M+H]+1","b64_b",2621556.99521696,7.3,"b","b64","1","2023-02","kps_psychoactive_substances_v2","Single match found"
466,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_17.703",3284,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Full match","Not the top hit","Full match",0.24,324.20901,325.21629,17.703,13611016.7485458,3,80,61.8,"PreferredDDA","[M+H]+1","b70_a",3516612.0904469,8.4,"a","b70","29","2023-02","kps_psychoactive_substances_v2","Single match found"
466,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_17.703",3284,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Full match","Not the top hit","Full match",0.24,324.20901,325.21629,17.703,13611016.7485458,3,80,61.8,"PreferredDDA","[M+H]+1","b70_b",2712066.42203771,6.2,"b","b70","29","2023-02","kps_psychoactive_substances_v2","Single match found"
466,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_17.703",3284,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Full match","Not the top hit","Full match",0.24,324.20901,325.21629,17.703,13611016.7485458,3,80,61.8,"PreferredDDA","[M+H]+1","b82_a",1229660.59971522,8.6,"a","b82","29","2023-03","kps_psychoactive_substances_v2","Single match found"
466,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_17.703",3284,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Full match","Not the top hit","Full match",0.24,324.20901,325.21629,17.703,13611016.7485458,3,80,61.8,"PreferredDDA","[M+H]+1","b82_b",1339276.19781653,6.4,"b","b82","29","2023-03","kps_psychoactive_substances_v2","Single match found"
466,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_17.703",3284,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Full match","Not the top hit","Full match",0.24,324.20901,325.21629,17.703,13611016.7485458,3,80,61.8,"PreferredDDA","[M+H]+1","b94_a",5407176.11647859,9.5,"a","b94","29","2023-04","kps_psychoactive_substances_v2","Single match found"
466,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_17.703",3284,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Full match","Not the top hit","Full match",0.24,324.20901,325.21629,17.703,13611016.7485458,3,80,61.8,"PreferredDDA","[M+H]+1","b94_b",2599264.62132633,5.7,"b","b94","29","2023-04","kps_psychoactive_substances_v2","Single match found"
469,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_18.186",58247,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Full match","Not the top hit","Full match",0.59,324.20912,325.2164,18.186,1565064.80926401,3,82.5,65.2,"PreferredDDA","[M+H]+1","b94_a",1565064.80926401,5.7,"a","b94","29","2023-04","kps_psychoactive_substances_v2","Single match found"
469,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_18.186",58247,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Full match","Not the top hit","Full match",0.59,324.20912,325.2164,18.186,1565064.80926401,3,82.5,65.2,"PreferredDDA","[M+H]+1","b94_b",807271.009075186,5.9,"b","b94","29","2023-04","kps_psychoactive_substances_v2","Single match found"
465,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_20.426",2781,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Not the top hit","Not the top hit","Full match",0.23,324.209,325.21628,20.426,14841019.895958,3,82.9,9.1,"PreferredDDA","[M+H]+1","b88_a",14787193.91527,9.5,"a","b88","1","2023-04","kps_psychoactive_substances_v2","Single match found"
465,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_20.426",2781,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Not the top hit","Not the top hit","Full match",0.23,324.209,325.21628,20.426,14841019.895958,3,82.9,9.1,"PreferredDDA","[M+H]+1","b88_b",6422573.92629765,9.5,"b","b88","1","2023-04","kps_psychoactive_substances_v2","Single match found"
465,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_20.426",2781,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Not the top hit","Not the top hit","Full match",0.23,324.209,325.21628,20.426,14841019.895958,3,82.9,9.1,"PreferredDDA","[M+H]+1","b94_a",14841019.895958,9.5,"a","b94","29","2023-04","kps_psychoactive_substances_v2","Single match found"
465,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one_20.426",2781,"(17a)-13-ethyl-17-hydroxy-11-methylene-18,19-dinorpregn-4-en-20-yn-3-one","C22 H28 O2","Not the top hit","Not the top hit","Full match",0.23,324.209,325.21628,20.426,14841019.895958,3,82.9,9.1,"PreferredDDA","[M+H]+1","b94_b",8269468.79404917,9.5,"b","b94","29","2023-04","kps_psychoactive_substances_v2","Single match found"
